dataset,step,label,n_episodes,episode,seed,success,progress_pct,stage_reached,stage_index,failure_mode,ever_reached,ever_grasped,ever_lifted,ever_hovered,r_reach_max,r_grasp_max,r_lift_max,r_hover_max,max_staged_reward,init_gripper_to_can,min_gripper_to_can,reach_closure_frac,init_can_to_bin_xy,min_can_to_bin_xy,bin_closure_frac,max_can_height_gain,max_can_displacement,can_fell_off,steps,step_first_reach,step_first_grasp,step_first_lift,step_first_hover,step_first_success,eef_path_length,eef_net_displacement,path_efficiency,action_abs_mean,action_abs_max,action_saturation_frac,action_jerk_mean,gripper_cmd_mean,gripper_closed_frac,gripper_switches,best_shaped_reward
mh,500,k1_mh_500,30,5,100005,False,2.09,none,0,never_reached_cube,False,False,False,False,0.0698,0.0,0.0,0.0,0.0698,0.2096,0.166,0.2079,,,,0.0,0.0127,False,150,,,,,,0.7906,0.3461,0.4378,0.2728,1.0,0.0762,0.3162,-0.4965,0.2067,44,0.031
mh,500,k1_mh_500,30,6,100006,False,18.3,reach,1,reached_but_no_grasp,True,False,False,False,0.6101,0.0,0.0,0.0,0.6101,0.194,0.0412,0.7878,,,,0.0,0.0127,False,150,46,,,,,0.727,0.1751,0.2408,0.2609,1.0,0.0771,0.3113,-0.4988,0.2133,50,0.2712
mh,500,k1_mh_500,30,7,100007,False,19.28,reach,1,reached_but_no_grasp,True,False,False,False,0.6425,0.0,0.0,0.0,0.6425,0.2082,0.0374,0.8204,,,,0.0,0.0127,False,150,66,,,,,0.7486,0.2791,0.3729,0.255,1.0,0.0629,0.3032,-0.2506,0.3867,63,0.2856
mh,500,k1_mh_500,30,8,100008,False,7.41,none,0,never_reached_cube,False,False,False,False,0.2469,0.0,0.0,0.0,0.2469,0.217,0.098,0.5484,,,,0.0,0.0127,False,150,,,,,,0.8831,0.2779,0.3147,0.266,1.0,0.0695,0.3279,-0.3283,0.3333,66,0.1097
mh,500,k1_mh_500,30,9,100009,False,14.52,reach,1,reached_but_no_grasp,True,False,False,False,0.484,0.0,0.0,0.0,0.484,0.2226,0.0571,0.7435,,,,0.0,0.0127,False,150,55,,,,,0.7654,0.2236,0.2922,0.2772,1.0,0.0895,0.308,-0.5318,0.22,41,0.2151
mh,500,k1_mh_500,30,10,100010,False,4.08,none,0,never_reached_cube,False,False,False,False,0.136,0.0,0.0,0.0,0.136,0.1916,0.1309,0.3169,,,,0.0,0.0127,False,150,,,,,,0.8582,0.3212,0.3743,0.256,1.0,0.061,0.3177,-0.2481,0.34,70,0.0605
mh,500,k1_mh_500,30,11,100011,False,3.59,none,0,never_reached_cube,False,False,False,False,0.1195,0.0,0.0,0.0,0.1195,0.2243,0.1378,0.3858,,,,0.0,0.0127,False,150,,,,,,0.9218,0.3403,0.3692,0.2628,1.0,0.0743,0.2823,-0.3272,0.34,51,0.0531
mh,500,k1_mh_500,30,12,100012,False,14.78,reach,1,reached_but_no_grasp,True,False,False,False,0.4925,0.0,0.0,0.0,0.4925,0.2013,0.0559,0.7221,,,,0.0,0.038,False,150,49,,,,,0.8289,0.2921,0.3525,0.2661,1.0,0.0743,0.3034,-0.4536,0.26,49,0.2189
mh,500,k1_mh_500,30,13,100013,False,3.8,none,0,never_reached_cube,False,False,False,False,0.1268,0.0,0.0,0.0,0.1268,0.2152,0.1346,0.3744,,,,0.0,0.0127,False,150,,,,,,0.7936,0.316,0.3982,0.2741,1.0,0.0886,0.3153,-0.3853,0.28,52,0.0564
mh,500,k1_mh_500,30,14,100014,False,1.18,none,0,never_reached_cube,False,False,False,False,0.0395,0.0,0.0,0.0,0.0395,0.1895,0.1953,0.0,,,,0.0,0.0127,False,150,,,,,,0.7664,0.3061,0.3994,0.259,1.0,0.0733,0.3074,-0.3905,0.2933,53,0.0175
mh,500,k1_mh_500,30,15,100015,False,1.43,none,0,never_reached_cube,False,False,False,False,0.0476,0.0,0.0,0.0,0.0476,0.2123,0.1857,0.1253,,,,0.0,0.0127,False,150,,,,,,0.8513,0.3385,0.3976,0.273,1.0,0.0819,0.3072,-0.4163,0.2667,51,0.0211
mh,500,k1_mh_500,30,16,100016,False,9.36,reach,1,reached_but_no_grasp,True,False,False,False,0.3119,0.0,0.0,0.0,0.3119,0.2127,0.0844,0.6031,,,,0.0,0.0127,False,150,67,,,,,0.8364,0.2999,0.3586,0.2684,1.0,0.0771,0.3122,-0.3264,0.3,62,0.1386
mh,500,k1_mh_500,30,17,100017,True,100.0,success,4,none_success,True,True,True,True,0.9333,0.25,1.0,0.0,1.0,0.2207,0.0067,0.9697,,,,0.0104,0.0134,False,138,52,103,103,138,,0.7159,0.2211,0.3088,0.2712,1.0,0.0776,0.3072,-0.4096,0.2464,51,1.0
mh,500,k1_mh_500,30,18,100018,False,2.47,none,0,never_reached_cube,False,False,False,False,0.0822,0.0,0.0,0.0,0.0822,0.2151,0.1575,0.2681,,,,0.0,0.0127,False,150,,,,,,0.8404,0.3171,0.3773,0.2741,1.0,0.0876,0.2902,-0.4439,0.24,48,0.0365
mh,500,k1_mh_500,30,19,100019,False,16.33,reach,1,reached_but_no_grasp,True,False,False,False,0.5443,0.0,0.0,0.0,0.5443,0.1893,0.0492,0.7401,,,,0.0,0.0127,False,150,26,,,,,0.9071,0.27,0.2976,0.2651,1.0,0.0762,0.3056,-0.3573,0.2933,52,0.2419
mh,500,k1_mh_500,30,20,100020,False,3.35,none,0,never_reached_cube,False,False,False,False,0.1118,0.0,0.0,0.0,0.1118,0.2094,0.1413,0.3252,,,,0.0,0.0127,False,150,,,,,,0.9016,0.3409,0.3781,0.2623,1.0,0.0695,0.3163,-0.2568,0.3467,55,0.0497
mh,500,k1_mh_500,30,21,100021,False,10.74,reach,1,reached_but_no_grasp,True,False,False,False,0.3582,0.0,0.0,0.0,0.3582,0.199,0.0761,0.6174,,,,0.0,0.0127,False,150,105,,,,,0.7626,0.312,0.4091,0.2655,1.0,0.0762,0.3143,-0.3643,0.3067,43,0.1592
mh,500,k1_mh_500,30,22,100022,False,1.22,none,0,never_reached_cube,False,False,False,False,0.0406,0.0,0.0,0.0,0.0406,0.2159,0.1939,0.1019,,,,0.0,0.0127,False,150,,,,,,0.849,0.3119,0.3674,0.2751,1.0,0.0924,0.3007,-0.4564,0.26,55,0.018
mh,500,k1_mh_500,30,23,100023,False,15.99,reach,1,reached_but_no_grasp,True,False,False,False,0.533,0.0,0.0,0.0,0.533,0.2055,0.0506,0.7537,,,,0.0,0.0127,False,150,29,,,,,0.802,0.312,0.389,0.259,1.0,0.0752,0.3101,-0.1872,0.38,63,0.2369
mh,500,k1_mh_500,30,24,100024,False,1.01,none,0,never_reached_cube,False,False,False,False,0.0337,0.0,0.0,0.0,0.0337,0.2258,0.2033,0.0998,,,,0.0,0.0127,False,150,,,,,,0.8431,0.2786,0.3305,0.2726,1.0,0.0819,0.283,-0.5973,0.1667,38,0.015
mh,500,k1_mh_500,30,25,100025,False,2.97,none,0,never_reached_cube,False,False,False,False,0.099,0.0,0.0,0.0,0.099,0.2069,0.1478,0.2859,,,,0.0,0.0127,False,150,,,,,,0.9333,0.3236,0.3467,0.283,1.0,0.0895,0.29,-0.5219,0.2133,44,0.044
mh,500,k1_mh_500,30,26,100026,False,3.81,none,0,never_reached_cube,False,False,False,False,0.127,0.0,0.0,0.0,0.127,0.1984,0.1345,0.322,,,,0.0,0.0127,False,150,,,,,,0.7654,0.2258,0.295,0.2682,1.0,0.08,0.3125,-0.4379,0.2733,60,0.0565
mh,500,k1_mh_500,30,27,100027,False,24.64,reach,1,reached_but_no_grasp,True,False,False,False,0.8212,0.0,0.0,0.0,0.8212,0.2147,0.0181,0.9159,,,,0.0,0.0216,False,150,64,,,,,0.7725,0.2061,0.2668,0.2564,1.0,0.0752,0.2882,-0.4912,0.2067,50,0.365
mh,500,k1_mh_500,30,28,100028,False,3.43,none,0,never_reached_cube,False,False,False,False,0.1143,0.0,0.0,0.0,0.1143,0.2292,0.1402,0.3885,,,,0.0,0.0127,False,150,,,,,,0.7724,0.287,0.3716,0.2749,1.0,0.0924,0.2949,-0.5949,0.1533,39,0.0508
mh,500,k1_mh_500,30,29,100029,False,2.81,none,0,never_reached_cube,False,False,False,False,0.0936,0.0,0.0,0.0,0.0936,0.2004,0.1507,0.2482,,,,0.0,0.0127,False,150,,,,,,0.8394,0.2997,0.357,0.2799,1.0,0.0838,0.31,-0.431,0.2933,51,0.0416
mh,750,k1_mh_750,30,0,100000,False,7.01,none,0,never_reached_cube,False,False,False,False,0.2337,0.0,0.0,0.0,0.2337,0.203,0.1011,0.5018,,,,0.0,0.0127,False,150,,,,,,0.7393,0.2717,0.3675,0.2701,1.0,0.0819,0.3271,-0.3366,0.3067,48,0.1039
mh,750,k1_mh_750,30,1,100001,False,28.41,reach,1,reached_but_no_grasp,True,False,False,False,0.9469,0.0,0.0,0.0,0.9469,0.1951,0.0053,0.9728,,,,0.0,0.0127,False,150,27,,,,,0.6961,0.203,0.2916,0.2764,1.0,0.0943,0.3016,-0.6014,0.16,39,0.4209
mh,750,k1_mh_750,30,2,100002,False,4.36,none,0,never_reached_cube,False,False,False,False,0.1452,0.0,0.0,0.0,0.1452,0.198,0.1274,0.3566,,,,0.0,0.0127,False,150,,,,,,0.7879,0.2455,0.3116,0.2741,1.0,0.0867,0.3002,-0.5538,0.2067,47,0.0645
mh,750,k1_mh_750,30,3,100003,False,14.41,reach,1,reached_but_no_grasp,True,False,False,False,0.4804,0.0,0.0,0.0,0.4804,0.2195,0.0576,0.7376,,,,0.0,0.0127,False,150,77,,,,,0.8026,0.3094,0.3854,0.2613,1.0,0.0848,0.3017,-0.2381,0.3533,53,0.2135
mh,750,k1_mh_750,30,4,100004,True,100.0,success,4,none_success,True,True,True,True,0.9144,0.25,1.0,0.0,1.0,0.2024,0.0086,0.9576,,,,0.0117,0.0265,False,128,35,93,93,128,,0.6,0.1981,0.3302,0.2599,1.0,0.0692,0.2842,-0.2886,0.3047,33,1.0
mh,750,k1_mh_750,30,5,100005,False,25.13,reach,1,reached_but_no_grasp,True,False,False,False,0.8377,0.0,0.0,0.0,0.8377,0.2096,0.0164,0.9219,,,,0.0,0.0205,False,150,46,,,,,0.7728,0.2769,0.3583,0.2711,1.0,0.0829,0.2954,-0.2351,0.3533,48,0.3723
mh,750,k1_mh_750,30,6,100006,False,12.06,reach,1,reached_but_no_grasp,True,False,False,False,0.4019,0.0,0.0,0.0,0.4019,0.194,0.069,0.6442,,,,0.0,0.0127,False,150,50,,,,,0.8024,0.314,0.3913,0.2614,1.0,0.0781,0.299,-0.2637,0.3667,48,0.1786
mh,750,k1_mh_750,30,7,100007,False,17.34,reach,1,reached_but_no_grasp,True,False,False,False,0.578,0.0,0.0,0.0,0.578,0.2082,0.045,0.7838,,,,0.0,0.0141,False,150,31,,,,,0.8069,0.2513,0.3115,0.2598,1.0,0.0743,0.3068,-0.1283,0.44,52,0.2569
mh,750,k1_mh_750,30,8,100008,False,6.86,none,0,never_reached_cube,False,False,False,False,0.2288,0.0,0.0,0.0,0.2288,0.217,0.1023,0.5285,,,,0.0,0.0127,False,150,,,,,,0.8175,0.2796,0.3421,0.2716,1.0,0.0857,0.3074,-0.4061,0.26,48,0.1017
mh,750,k1_mh_750,30,9,100009,False,22.34,reach,1,reached_but_no_grasp,True,False,False,False,0.7446,0.0,0.0,0.0,0.7446,0.2226,0.0261,0.8827,,,,0.0,0.0175,False,150,67,,,,,0.7956,0.227,0.2852,0.267,1.0,0.0752,0.2814,-0.4768,0.2467,44,0.3309
mh,750,k1_mh_750,30,10,100010,False,18.92,reach,1,reached_but_no_grasp,True,False,False,False,0.6307,0.0,0.0,0.0,0.6307,0.1916,0.0388,0.7977,,,,0.0,0.0355,False,150,51,,,,,0.8464,0.254,0.3001,0.2671,1.0,0.0771,0.2994,-0.0481,0.4733,49,0.2803
mh,750,k1_mh_750,30,11,100011,False,3.9,none,0,never_reached_cube,False,False,False,False,0.1301,0.0,0.0,0.0,0.1301,0.2243,0.1333,0.4059,,,,0.0,0.0127,False,150,,,,,,0.8832,0.2946,0.3336,0.2646,1.0,0.0695,0.291,-0.3928,0.2733,41,0.0578
mh,750,k1_mh_750,30,12,100012,False,10.42,reach,1,reached_but_no_grasp,True,False,False,False,0.3473,0.0,0.0,0.0,0.3473,0.2013,0.078,0.6125,,,,0.0,0.0127,False,150,52,,,,,0.7575,0.3239,0.4275,0.2662,1.0,0.0695,0.3298,-0.2206,0.38,63,0.1544
mh,750,k1_mh_750,30,13,100013,False,14.76,reach,1,reached_but_no_grasp,True,False,False,False,0.492,0.0,0.0,0.0,0.492,0.2152,0.056,0.7398,,,,0.0,0.0127,False,150,58,,,,,0.6937,0.1999,0.2882,0.2618,1.0,0.0752,0.2786,-0.5752,0.14,36,0.2186
mh,750,k1_mh_750,30,14,100014,True,100.0,success,4,none_success,True,True,True,True,0.9173,0.25,1.0,0.0,1.0,0.1895,0.0083,0.9563,,,,0.0099,0.0159,False,104,28,65,65,104,,0.5128,0.1935,0.3774,0.2725,1.0,0.0907,0.2945,-0.1349,0.4135,27,1.0
mh,750,k1_mh_750,30,15,100015,False,17.11,reach,1,reached_but_no_grasp,True,False,False,False,0.5704,0.0,0.0,0.0,0.5704,0.2123,0.0459,0.7836,,,,0.0,0.0127,False,150,63,,,,,0.7297,0.3105,0.4255,0.2632,1.0,0.0695,0.3072,-0.4244,0.26,53,0.2535
mh,750,k1_mh_750,30,16,100016,False,3.73,none,0,never_reached_cube,False,False,False,False,0.1242,0.0,0.0,0.0,0.1242,0.2127,0.1357,0.362,,,,0.0,0.0127,False,150,,,,,,0.7654,0.2955,0.3861,0.2601,1.0,0.079,0.2838,-0.3848,0.2667,55,0.0552
mh,750,k1_mh_750,30,17,100017,False,19.55,reach,1,reached_but_no_grasp,True,False,False,False,0.6517,0.0,0.0,0.0,0.6517,0.2207,0.0363,0.8353,,,,0.0,0.0127,False,150,55,,,,,0.6641,0.2186,0.3291,0.2693,1.0,0.0867,0.2589,-0.6553,0.1333,36,0.2897
mh,750,k1_mh_750,30,18,100018,False,10.37,reach,1,reached_but_no_grasp,True,False,False,False,0.3455,0.0,0.0,0.0,0.3455,0.2151,0.0783,0.636,,,,0.0,0.0166,False,150,97,,,,,0.7581,0.2527,0.3334,0.2736,1.0,0.0857,0.3129,-0.3881,0.2867,51,0.1536
mh,750,k1_mh_750,30,19,100019,False,13.57,reach,1,reached_but_no_grasp,True,False,False,False,0.4523,0.0,0.0,0.0,0.4523,0.1893,0.0615,0.6751,,,,0.0,0.0127,False,150,42,,,,,0.7893,0.216,0.2737,0.2689,1.0,0.08,0.2966,-0.3405,0.3133,54,0.201
mh,750,k1_mh_750,30,20,100020,False,8.91,none,0,never_reached_cube,False,False,False,False,0.2969,0.0,0.0,0.0,0.2969,0.2094,0.0873,0.583,,,,0.0,0.0127,False,150,,,,,,0.813,0.2284,0.281,0.261,1.0,0.0743,0.274,-0.4203,0.2667,42,0.1319
mh,750,k1_mh_750,30,21,100021,False,28.96,reach,1,reached_but_no_grasp,True,False,False,False,0.9653,0.0,0.0,0.0,0.9653,0.199,0.0035,0.9826,,,,0.0,0.0144,False,150,41,,,,,0.8087,0.2687,0.3323,0.2648,1.0,0.0819,0.3017,-0.3607,0.28,53,0.429
mh,750,k1_mh_750,30,22,100022,False,5.47,none,0,never_reached_cube,False,False,False,False,0.1822,0.0,0.0,0.0,0.1822,0.2159,0.115,0.4672,,,,0.0,0.0127,False,150,,,,,,0.8344,0.3355,0.402,0.2698,1.0,0.081,0.3057,-0.3244,0.3133,60,0.081
mh,750,k1_mh_750,30,23,100023,False,13.96,reach,1,reached_but_no_grasp,True,False,False,False,0.4654,0.0,0.0,0.0,0.4654,0.2055,0.0597,0.7097,,,,0.0,0.0257,False,150,44,,,,,0.7526,0.2444,0.3248,0.2722,1.0,0.0867,0.2935,-0.5159,0.2,42,0.2068
mh,750,k1_mh_750,30,24,100024,False,27.71,reach,1,reached_but_no_grasp,True,False,False,False,0.9237,0.0,0.0,0.0,0.9237,0.2258,0.0076,0.9661,,,,0.0,0.0134,False,150,58,,,,,0.8072,0.2073,0.2568,0.276,1.0,0.0867,0.3103,-0.4492,0.28,63,0.4105
mh,750,k1_mh_750,30,25,100025,False,17.09,reach,1,reached_but_no_grasp,True,False,False,False,0.5698,0.0,0.0,0.0,0.5698,0.2069,0.046,0.7776,,,,0.0,0.0127,False,150,44,,,,,0.691,0.1892,0.2738,0.2768,1.0,0.0914,0.28,-0.6891,0.1133,31,0.2532
mh,750,k1_mh_750,30,26,100026,False,20.11,reach,1,reached_but_no_grasp,True,False,False,False,0.6702,0.0,0.0,0.0,0.6702,0.1984,0.0343,0.8274,,,,0.0,0.0127,False,150,48,,,,,0.7909,0.2521,0.3188,0.2687,1.0,0.0876,0.3085,-0.3291,0.3133,56,0.2979
mh,750,k1_mh_750,30,27,100027,False,12.4,reach,1,reached_but_no_grasp,True,False,False,False,0.4133,0.0,0.0,0.0,0.4133,0.2147,0.0673,0.6868,,,,0.0,0.0127,False,150,63,,,,,0.8015,0.346,0.4317,0.2674,1.0,0.0781,0.2992,-0.506,0.2267,53,0.1837
mh,750,k1_mh_750,30,28,100028,True,100.0,success,4,none_success,True,True,True,True,0.9481,0.25,1.0,0.0,1.0,0.2292,0.0052,0.9773,,,,0.0093,0.0836,False,136,54,124,124,136,,0.7264,0.2728,0.3756,0.2667,1.0,0.0767,0.2763,-0.5065,0.2059,35,1.0
mh,750,k1_mh_750,30,29,100029,True,100.0,success,4,none_success,True,True,True,True,0.938,0.25,1.0,0.0,1.0,0.2004,0.0062,0.969,,,,0.0109,0.013,False,113,41,100,100,113,,0.5606,0.1959,0.3495,0.2661,1.0,0.0784,0.2991,-0.426,0.2655,34,1.0
ph,1000,k1_ph_1000,30,0,100000,False,14.51,reach,1,reached_but_no_grasp,True,False,False,False,0.4837,0.0,0.0,0.0,0.4837,0.203,0.0571,0.7186,,,,0.0,0.0127,False,150,27,,,,,0.8443,0.176,0.2085,0.2792,1.0,0.0743,0.3517,-0.1357,0.4,63,0.215
ph,1000,k1_ph_1000,30,1,100001,False,19.2,reach,1,reached_but_no_grasp,True,False,False,False,0.64,0.0,0.0,0.0,0.64,0.1951,0.0377,0.8068,,,,0.0,0.0177,False,150,20,,,,,0.8974,0.2078,0.2316,0.2848,1.0,0.0762,0.3403,0.0741,0.58,60,0.2844
ph,1000,k1_ph_1000,30,2,100002,False,6.62,none,0,never_reached_cube,False,False,False,False,0.2207,0.0,0.0,0.0,0.2207,0.198,0.1044,0.4729,,,,0.0,0.0127,False,150,,,,,,0.8797,0.2379,0.2704,0.2754,1.0,0.0686,0.3285,-0.0491,0.4733,60,0.0981
ph,1000,k1_ph_1000,30,3,100003,False,18.55,reach,1,reached_but_no_grasp,True,False,False,False,0.6182,0.0,0.0,0.0,0.6182,0.2195,0.0402,0.8167,,,,0.0,0.0127,False,150,18,,,,,0.7892,0.1871,0.2371,0.286,1.0,0.0724,0.362,-0.0992,0.4333,76,0.2748
ph,1000,k1_ph_1000,30,4,100004,False,18.73,reach,1,reached_but_no_grasp,True,False,False,False,0.6243,0.0,0.0,0.0,0.6243,0.2024,0.0395,0.8049,,,,0.0,0.0194,False,150,16,,,,,0.7374,0.2161,0.2931,0.2718,1.0,0.061,0.325,-0.2534,0.32,58,0.2775
ph,1000,k1_ph_1000,30,5,100005,False,17.17,reach,1,reached_but_no_grasp,True,False,False,False,0.5724,0.0,0.0,0.0,0.5724,0.2096,0.0457,0.782,,,,0.0,0.0127,False,150,27,,,,,0.8447,0.2547,0.3015,0.2784,1.0,0.0714,0.3429,0.0167,0.5133,57,0.2544
ph,1000,k1_ph_1000,30,6,100006,True,100.0,success,4,none_success,True,True,True,True,0.8517,0.25,1.0,0.0,1.0,0.194,0.0149,0.923,,,,0.0136,0.0201,False,36,12,32,32,36,,0.2991,0.1788,0.5978,0.3174,1.0,0.0754,0.2957,-0.2252,0.3889,13,1.0
ph,1000,k1_ph_1000,30,7,100007,False,12.06,reach,1,reached_but_no_grasp,True,False,False,False,0.4019,0.0,0.0,0.0,0.4019,0.2082,0.069,0.6685,,,,0.0,0.0127,False,150,32,,,,,0.9449,0.23,0.2434,0.2779,1.0,0.0667,0.3278,-0.0512,0.4733,63,0.1786
ph,1000,k1_ph_1000,30,8,100008,False,16.82,reach,1,reached_but_no_grasp,True,False,False,False,0.5606,0.0,0.0,0.0,0.5606,0.217,0.0471,0.7828,,,,0.0,0.0127,False,150,24,,,,,0.7479,0.2135,0.2855,0.2727,1.0,0.0705,0.3165,-0.2589,0.36,56,0.2492
ph,1000,k1_ph_1000,30,9,100009,False,20.89,reach,1,reached_but_no_grasp,True,False,False,False,0.6964,0.0,0.0,0.0,0.6964,0.2226,0.0313,0.8592,,,,0.0,0.0177,False,150,26,,,,,0.9341,0.2287,0.2449,0.2818,1.0,0.0743,0.3342,-0.1601,0.42,68,0.3095
ph,1000,k1_ph_1000,30,10,100010,False,21.56,reach,1,reached_but_no_grasp,True,False,False,False,0.7186,0.0,0.0,0.0,0.7186,0.1916,0.0289,0.8491,,,,0.0,0.0257,False,150,15,,,,,0.7561,0.1531,0.2025,0.2678,1.0,0.059,0.324,-0.0857,0.42,57,0.3194
ph,1000,k1_ph_1000,30,11,100011,False,19.98,reach,1,reached_but_no_grasp,True,False,False,False,0.666,0.0,0.0,0.0,0.666,0.2243,0.0347,0.8451,,,,0.0,0.0131,False,150,22,,,,,0.7833,0.1756,0.2242,0.2728,1.0,0.0629,0.3171,-0.3137,0.3067,59,0.296
ph,1000,k1_ph_1000,30,12,100012,False,24.79,reach,1,reached_but_no_grasp,True,False,False,False,0.8262,0.0,0.0,0.0,0.8262,0.2013,0.0176,0.9128,,,,0.0,0.0134,False,150,17,,,,,0.8981,0.2413,0.2687,0.2892,1.0,0.0743,0.3524,-0.0283,0.4933,69,0.3672
ph,1000,k1_ph_1000,30,13,100013,False,73.92,lift,3,lifted_but_below_threshold,True,True,True,False,0.7894,0.25,0.3479,0.0,0.7894,0.2152,0.0214,0.9007,,,,0.0,0.0168,False,150,28,83,83,,,0.8249,0.1928,0.2338,0.2763,1.0,0.0667,0.3286,-0.1343,0.4067,59,0.421
ph,1000,k1_ph_1000,30,14,100014,False,22.87,reach,1,reached_but_no_grasp,True,False,False,False,0.7622,0.0,0.0,0.0,0.7622,0.1895,0.0242,0.8721,,,,0.0,0.0127,False,150,23,,,,,0.7583,0.1877,0.2475,0.2746,1.0,0.0743,0.3288,-0.2406,0.3667,68,0.3388
ph,1000,k1_ph_1000,30,15,100015,False,25.34,reach,1,reached_but_no_grasp,True,False,False,False,0.8448,0.0,0.0,0.0,0.8448,0.2123,0.0156,0.9263,,,,0.0,0.0276,False,150,17,,,,,0.8415,0.2063,0.2452,0.2847,1.0,0.0733,0.3462,-0.0803,0.46,67,0.3755
ph,1000,k1_ph_1000,30,16,100016,False,17.96,reach,1,reached_but_no_grasp,True,False,False,False,0.5988,0.0,0.0,0.0,0.5988,0.2127,0.0425,0.8002,,,,0.0,0.0442,False,150,26,,,,,0.8783,0.2596,0.2956,0.2829,1.0,0.0686,0.3461,0.0474,0.5267,59,0.2661
ph,1000,k1_ph_1000,30,17,100017,False,84.35,lift,3,lifted_but_below_threshold,True,True,True,False,0.74,0.25,0.6088,0.0,0.74,0.2207,0.0266,0.8794,,,,0.0015,0.0663,False,150,18,109,109,,,0.8266,0.2386,0.2887,0.2777,1.0,0.0686,0.3199,-0.0383,0.4667,65,0.44
ph,1000,k1_ph_1000,30,18,100018,False,10.85,reach,1,reached_but_no_grasp,True,False,False,False,0.3617,0.0,0.0,0.0,0.3617,0.2151,0.0755,0.6489,,,,0.0,0.0127,False,150,28,,,,,0.9242,0.3477,0.3762,0.2805,1.0,0.0667,0.3307,0.2344,0.64,56,0.1607
ph,1000,k1_ph_1000,30,19,100019,False,18.04,reach,1,reached_but_no_grasp,True,False,False,False,0.6012,0.0,0.0,0.0,0.6012,0.1893,0.0422,0.777,,,,0.0,0.0376,False,150,24,,,,,0.9081,0.2796,0.3079,0.2767,1.0,0.0686,0.3278,-0.015,0.4733,61,0.2672
ph,1000,k1_ph_1000,30,20,100020,False,15.9,reach,1,reached_but_no_grasp,True,False,False,False,0.53,0.0,0.0,0.0,0.53,0.2094,0.051,0.7565,,,,0.0,0.0127,False,150,24,,,,,0.8569,0.1772,0.2068,0.2701,1.0,0.061,0.3221,-0.1226,0.4133,64,0.2356
ph,1000,k1_ph_1000,30,21,100021,False,78.84,lift,3,lifted_but_below_threshold,True,True,True,False,0.692,0.25,0.471,0.0,0.692,0.199,0.0318,0.84,,,,0.0,0.047,False,150,20,54,54,,,0.827,0.1951,0.2359,0.2848,1.0,0.0724,0.3415,-0.0239,0.48,67,0.4186
ph,1000,k1_ph_1000,30,22,100022,False,15.37,reach,1,reached_but_no_grasp,True,False,False,False,0.5124,0.0,0.0,0.0,0.5124,0.2159,0.0533,0.7532,,,,0.0,0.0127,False,150,16,,,,,0.6438,0.2636,0.4094,0.2769,1.0,0.0619,0.314,-0.3575,0.2733,56,0.2278
ph,1000,k1_ph_1000,30,23,100023,False,20.11,reach,1,reached_but_no_grasp,True,False,False,False,0.6705,0.0,0.0,0.0,0.6705,0.2055,0.0342,0.8334,,,,0.0,0.0132,False,150,25,,,,,0.826,0.2147,0.26,0.2798,1.0,0.0695,0.3309,0.0908,0.5667,58,0.298
ph,1000,k1_ph_1000,30,24,100024,False,19.87,reach,1,reached_but_no_grasp,True,False,False,False,0.6623,0.0,0.0,0.0,0.6623,0.2258,0.0352,0.8443,,,,0.0,0.0131,False,150,29,,,,,0.865,0.2998,0.3466,0.2796,1.0,0.0781,0.3365,0.1141,0.5467,59,0.2943
ph,1000,k1_ph_1000,30,25,100025,False,15.71,reach,1,reached_but_no_grasp,True,False,False,False,0.5236,0.0,0.0,0.0,0.5236,0.2069,0.0518,0.7495,,,,0.0,0.0127,False,150,26,,,,,0.7294,0.2649,0.3631,0.2744,1.0,0.0695,0.3126,-0.2664,0.34,63,0.2327
ph,1000,k1_ph_1000,30,26,100026,True,100.0,success,4,none_success,True,True,True,True,0.9737,0.25,1.0,0.0,1.0,0.1984,0.0026,0.9867,,,,0.0154,0.0175,False,113,16,110,110,113,,0.7031,0.193,0.2745,0.2811,1.0,0.0645,0.3275,-0.0183,0.4867,43,1.0
ph,1000,k1_ph_1000,30,27,100027,False,23.07,reach,1,reached_but_no_grasp,True,False,False,False,0.7689,0.0,0.0,0.0,0.7689,0.2147,0.0235,0.8904,,,,0.0,0.0174,False,150,17,,,,,0.894,0.2149,0.2404,0.2813,1.0,0.0562,0.3273,-0.2331,0.3533,61,0.3417
ph,1000,k1_ph_1000,30,28,100028,False,16.25,reach,1,reached_but_no_grasp,True,False,False,False,0.5418,0.0,0.0,0.0,0.5418,0.2292,0.0495,0.784,,,,0.0,0.0161,False,150,18,,,,,0.8384,0.3018,0.36,0.2782,1.0,0.0619,0.3335,-0.1886,0.3933,63,0.2408
ph,1000,k1_ph_1000,30,29,100029,False,11.8,reach,1,reached_but_no_grasp,True,False,False,False,0.3933,0.0,0.0,0.0,0.3933,0.2004,0.0704,0.649,,,,0.0,0.0127,False,150,26,,,,,0.8215,0.2232,0.2717,0.2781,1.0,0.0724,0.3435,-0.0861,0.4533,69,0.1748
ph,250,k1_ph_250,30,0,100000,False,5.57,none,0,never_reached_cube,False,False,False,False,0.1855,0.0,0.0,0.0,0.1855,0.203,0.114,0.4383,,,,0.0,0.0127,False,150,,,,,,0.9364,0.4082,0.4359,0.2852,1.0,0.0714,0.3425,-0.2349,0.38,76,0.0825
