dataset,step,label,n_episodes,episode,seed,success,progress_pct,stage_reached,stage_index,failure_mode,ever_reached,ever_grasped,ever_lifted,ever_hovered,r_reach_max,r_grasp_max,r_lift_max,r_hover_max,max_staged_reward,init_gripper_to_can,min_gripper_to_can,reach_closure_frac,init_can_to_bin_xy,min_can_to_bin_xy,bin_closure_frac,max_can_height_gain,max_can_displacement,can_fell_off,steps,step_first_reach,step_first_grasp,step_first_lift,step_first_hover,step_first_success,eef_path_length,eef_net_displacement,path_efficiency,action_abs_mean,action_abs_max,action_saturation_frac,action_jerk_mean,gripper_cmd_mean,gripper_closed_frac,gripper_switches,best_shaped_reward
ph,250,k1_ph_250,30,1,100001,False,5.36,none,0,never_reached_cube,False,False,False,False,0.1788,0.0,0.0,0.0,0.1788,0.1951,0.1161,0.4051,,,,0.0,0.0127,False,150,,,,,,0.9849,0.3722,0.378,0.2917,1.0,0.0676,0.3354,-0.4161,0.2733,66,0.0795
ph,250,k1_ph_250,30,2,100002,False,17.35,reach,1,reached_but_no_grasp,True,False,False,False,0.5783,0.0,0.0,0.0,0.5783,0.198,0.045,0.7728,,,,0.0,0.0127,False,150,20,,,,,0.878,0.3557,0.4051,0.2791,1.0,0.0648,0.3539,-0.328,0.32,62,0.257
ph,250,k1_ph_250,30,3,100003,False,15.27,reach,1,reached_but_no_grasp,True,False,False,False,0.509,0.0,0.0,0.0,0.509,0.2195,0.0537,0.7551,,,,0.0,0.0127,False,150,23,,,,,0.9083,0.3854,0.4243,0.2869,1.0,0.0705,0.3455,-0.3506,0.28,59,0.2262
ph,250,k1_ph_250,30,4,100004,False,24.33,reach,1,reached_but_no_grasp,True,False,False,False,0.8111,0.0,0.0,0.0,0.8111,0.2024,0.0191,0.9056,,,,0.0,0.0127,False,150,25,,,,,0.8914,0.3543,0.3975,0.2832,1.0,0.0657,0.3263,-0.385,0.24,51,0.3605
ph,250,k1_ph_250,30,5,100005,False,9.31,reach,1,reached_but_no_grasp,True,False,False,False,0.3103,0.0,0.0,0.0,0.3103,0.2096,0.0847,0.5957,,,,0.0,0.0127,False,150,32,,,,,0.8177,0.3809,0.4659,0.2835,1.0,0.06,0.3693,-0.2788,0.3267,74,0.1379
ph,250,k1_ph_250,30,6,100006,False,10.83,reach,1,reached_but_no_grasp,True,False,False,False,0.361,0.0,0.0,0.0,0.361,0.194,0.0756,0.61,,,,0.0,0.0127,False,150,27,,,,,0.8789,0.4106,0.4672,0.2839,1.0,0.0695,0.3455,-0.3891,0.2533,64,0.1604
ph,250,k1_ph_250,30,7,100007,False,2.77,none,0,never_reached_cube,False,False,False,False,0.0924,0.0,0.0,0.0,0.0924,0.2082,0.1514,0.2728,,,,0.0,0.0127,False,150,,,,,,0.9049,0.3873,0.428,0.2823,1.0,0.0648,0.3481,-0.346,0.26,63,0.041
ph,250,k1_ph_250,30,8,100008,False,25.4,reach,1,reached_but_no_grasp,True,False,False,False,0.8467,0.0,0.0,0.0,0.8467,0.217,0.0155,0.9288,,,,0.0,0.0181,False,150,21,,,,,0.8238,0.3758,0.4561,0.2876,1.0,0.0638,0.3507,-0.3787,0.3067,72,0.3763
ph,250,k1_ph_250,30,9,100009,False,16.55,reach,1,reached_but_no_grasp,True,False,False,False,0.5517,0.0,0.0,0.0,0.5517,0.2226,0.0483,0.7832,,,,0.0,0.047,False,150,23,,,,,0.8242,0.3931,0.477,0.292,1.0,0.0762,0.3333,-0.4195,0.2667,59,0.2452
ph,250,k1_ph_250,30,10,100010,False,6.7,none,0,never_reached_cube,False,False,False,False,0.2233,0.0,0.0,0.0,0.2233,0.1916,0.1037,0.4587,,,,0.0,0.0127,False,150,,,,,,0.932,0.3842,0.4122,0.2885,1.0,0.0714,0.3633,-0.3115,0.3467,82,0.0992
ph,250,k1_ph_250,30,11,100011,False,17.08,reach,1,reached_but_no_grasp,True,False,False,False,0.5693,0.0,0.0,0.0,0.5693,0.2243,0.0461,0.7946,,,,0.0,0.0512,False,150,27,,,,,0.8473,0.4191,0.4946,0.2752,1.0,0.0562,0.3333,-0.2273,0.4,65,0.253
ph,250,k1_ph_250,30,12,100012,False,11.3,reach,1,reached_but_no_grasp,True,False,False,False,0.3766,0.0,0.0,0.0,0.3766,0.2013,0.0731,0.6371,,,,0.0,0.0127,False,150,21,,,,,0.8695,0.3911,0.4498,0.2923,1.0,0.0724,0.3601,-0.4316,0.2333,56,0.1674
ph,250,k1_ph_250,30,13,100013,True,100.0,success,4,none_success,True,True,True,True,0.9779,0.25,1.0,0.0,1.0,0.2152,0.0022,0.9897,,,,0.0116,0.0242,False,64,23,45,45,64,,0.3666,0.2314,0.6313,0.2903,1.0,0.0714,0.3377,-0.3036,0.3281,21,1.0
ph,250,k1_ph_250,30,14,100014,False,23.47,reach,1,reached_but_no_grasp,True,False,False,False,0.7824,0.0,0.0,0.0,0.7824,0.1895,0.0221,0.8833,,,,0.0,0.0127,False,150,19,,,,,0.8319,0.3745,0.4501,0.284,1.0,0.0638,0.3595,-0.2961,0.2867,59,0.3477
ph,250,k1_ph_250,30,15,100015,False,24.07,reach,1,reached_but_no_grasp,True,False,False,False,0.8024,0.0,0.0,0.0,0.8024,0.2123,0.02,0.9057,,,,0.0,0.0672,False,150,15,,,,,0.898,0.266,0.2962,0.289,1.0,0.0657,0.3362,-0.3998,0.2533,59,0.3566
ph,250,k1_ph_250,30,16,100016,False,3.3,none,0,never_reached_cube,False,False,False,False,0.1102,0.0,0.0,0.0,0.1102,0.2127,0.1421,0.332,,,,0.0,0.0127,False,150,,,,,,0.9372,0.3339,0.3563,0.2867,1.0,0.0714,0.359,-0.3314,0.3067,72,0.049
ph,250,k1_ph_250,30,17,100017,False,21.46,reach,1,reached_but_no_grasp,True,False,False,False,0.7155,0.0,0.0,0.0,0.7155,0.2207,0.0293,0.8674,,,,0.0,0.0127,False,150,24,,,,,0.9074,0.3738,0.412,0.2882,1.0,0.061,0.3328,-0.4056,0.2533,50,0.318
ph,250,k1_ph_250,30,18,100018,False,7.73,none,0,never_reached_cube,False,False,False,False,0.2578,0.0,0.0,0.0,0.2578,0.2151,0.0955,0.5559,,,,0.0,0.0127,False,150,,,,,,0.8793,0.3598,0.4091,0.2866,1.0,0.061,0.3421,-0.3026,0.3333,62,0.1146
ph,250,k1_ph_250,30,19,100019,False,12.69,reach,1,reached_but_no_grasp,True,False,False,False,0.423,0.0,0.0,0.0,0.423,0.1893,0.0658,0.6524,,,,0.0,0.0127,False,150,16,,,,,0.8863,0.3614,0.4078,0.2946,1.0,0.0695,0.3493,-0.3265,0.3067,69,0.188
ph,250,k1_ph_250,30,20,100020,False,4.39,none,0,never_reached_cube,False,False,False,False,0.1462,0.0,0.0,0.0,0.1462,0.2094,0.127,0.3936,,,,0.0,0.0127,False,150,,,,,,0.8792,0.3363,0.3825,0.2782,1.0,0.0619,0.3628,-0.3002,0.3333,71,0.065
ph,250,k1_ph_250,30,21,100021,False,21.62,reach,1,reached_but_no_grasp,True,False,False,False,0.7207,0.0,0.0,0.0,0.7207,0.199,0.0287,0.8558,,,,0.0,0.0345,False,150,17,,,,,0.791,0.3434,0.4342,0.2767,1.0,0.0629,0.3361,-0.3375,0.3133,71,0.3203
ph,250,k1_ph_250,30,22,100022,False,15.72,reach,1,reached_but_no_grasp,True,False,False,False,0.524,0.0,0.0,0.0,0.524,0.2159,0.0518,0.7601,,,,0.0015,0.0568,False,150,16,,,,,1.0013,0.4128,0.4123,0.2987,1.0,0.0667,0.3457,-0.3265,0.2867,55,0.2329
ph,250,k1_ph_250,30,23,100023,False,14.23,reach,1,reached_but_no_grasp,True,False,False,False,0.4743,0.0,0.0,0.0,0.4743,0.2055,0.0584,0.7157,,,,0.0,0.0127,False,150,31,,,,,0.8284,0.3553,0.4289,0.2863,1.0,0.0667,0.3431,-0.3884,0.2667,60,0.2108
ph,250,k1_ph_250,30,24,100024,False,23.79,reach,1,reached_but_no_grasp,True,False,False,False,0.793,0.0,0.0,0.0,0.793,0.2258,0.021,0.907,,,,0.0,0.0482,False,150,22,,,,,0.8856,0.4061,0.4586,0.2884,1.0,0.0686,0.3594,-0.3732,0.28,66,0.3524
ph,250,k1_ph_250,30,25,100025,False,9.7,reach,1,reached_but_no_grasp,True,False,False,False,0.3234,0.0,0.0,0.0,0.3234,0.2069,0.0823,0.6023,,,,0.0,0.0127,False,150,33,,,,,0.8264,0.3329,0.4028,0.278,1.0,0.059,0.3349,-0.3193,0.3067,58,0.1437
ph,250,k1_ph_250,30,26,100026,False,23.41,reach,1,reached_but_no_grasp,True,False,False,False,0.7803,0.0,0.0,0.0,0.7803,0.1984,0.0223,0.8874,,,,0.0,0.0127,False,150,30,,,,,0.8481,0.3183,0.3753,0.2815,1.0,0.0657,0.3452,-0.3686,0.2733,58,0.3468
ph,250,k1_ph_250,30,27,100027,False,12.67,reach,1,reached_but_no_grasp,True,False,False,False,0.4223,0.0,0.0,0.0,0.4223,0.2147,0.0659,0.6931,,,,0.0,0.0127,False,150,23,,,,,0.9272,0.3668,0.3956,0.2866,1.0,0.0676,0.3455,-0.3218,0.3133,73,0.1877
ph,250,k1_ph_250,30,28,100028,False,26.39,reach,1,reached_but_no_grasp,True,False,False,False,0.8798,0.0,0.0,0.0,0.8798,0.2292,0.0121,0.9473,,,,0.0034,0.0428,False,150,19,,,,,0.8749,0.377,0.4309,0.2932,1.0,0.0695,0.3433,-0.3539,0.3067,64,0.391
ph,250,k1_ph_250,30,29,100029,False,5.39,none,0,never_reached_cube,False,False,False,False,0.1796,0.0,0.0,0.0,0.1796,0.2004,0.1158,0.4223,,,,0.0,0.0127,False,150,,,,,,0.97,0.3952,0.4074,0.2936,1.0,0.0762,0.3256,-0.4075,0.24,52,0.0798
ph,500,k1_ph_500,30,0,100000,False,13.01,reach,1,reached_but_no_grasp,True,False,False,False,0.4337,0.0,0.0,0.0,0.4337,0.203,0.0642,0.6837,,,,0.0,0.0127,False,150,24,,,,,0.8807,0.1858,0.2109,0.2737,1.0,0.0705,0.3411,-0.1888,0.38,61,0.1928
ph,500,k1_ph_500,30,1,100001,False,19.91,reach,1,reached_but_no_grasp,True,False,False,False,0.6637,0.0,0.0,0.0,0.6637,0.1951,0.035,0.8206,,,,0.0,0.0127,False,150,33,,,,,0.8581,0.1901,0.2215,0.2882,1.0,0.0762,0.3541,0.0385,0.5333,68,0.295
ph,500,k1_ph_500,30,2,100002,False,14.27,reach,1,reached_but_no_grasp,True,False,False,False,0.4757,0.0,0.0,0.0,0.4757,0.198,0.0582,0.7059,,,,0.0,0.0127,False,150,41,,,,,0.8053,0.223,0.2769,0.2793,1.0,0.0714,0.3478,0.0255,0.52,74,0.2114
ph,500,k1_ph_500,30,3,100003,False,88.8,lift,3,lifted_but_below_threshold,True,True,True,False,0.9504,0.25,0.72,0.0,0.9504,0.2195,0.005,0.9774,,,,0.0,0.0528,False,150,21,46,46,,,0.8852,0.287,0.3242,0.292,1.0,0.0695,0.35,-0.0468,0.4667,65,0.5175
ph,500,k1_ph_500,30,4,100004,True,100.0,success,4,none_success,True,True,True,True,0.9554,0.25,1.0,0.0,1.0,0.2024,0.0045,0.9779,,,,0.0116,0.0195,False,113,30,100,100,113,,0.6279,0.2028,0.3229,0.2864,1.0,0.0683,0.3314,-0.2382,0.3628,45,1.0
ph,500,k1_ph_500,30,5,100005,True,100.0,success,4,none_success,True,True,True,True,0.8793,0.25,1.0,0.0,1.0,0.2096,0.0121,0.9421,,,,0.012,0.0454,False,116,24,111,111,116,,0.6465,0.205,0.3171,0.2773,1.0,0.0628,0.3386,-0.2616,0.3707,52,1.0
ph,500,k1_ph_500,30,6,100006,False,26.95,reach,1,reached_but_no_grasp,True,False,False,False,0.8983,0.0,0.0,0.0,0.8983,0.194,0.0102,0.9474,,,,0.0,0.0327,False,150,21,,,,,0.8227,0.2097,0.2549,0.2776,1.0,0.0571,0.3432,-0.1276,0.4267,68,0.3993
ph,500,k1_ph_500,30,7,100007,False,15.97,reach,1,reached_but_no_grasp,True,False,False,False,0.5322,0.0,0.0,0.0,0.5322,0.2082,0.0507,0.7564,,,,0.0,0.0127,False,150,41,,,,,0.8959,0.261,0.2913,0.2901,1.0,0.0667,0.3454,-0.1015,0.4867,64,0.2365
ph,500,k1_ph_500,30,8,100008,False,18.99,reach,1,reached_but_no_grasp,True,False,False,False,0.6329,0.0,0.0,0.0,0.6329,0.217,0.0385,0.8226,,,,0.0,0.0191,False,150,28,,,,,0.7946,0.2061,0.2594,0.2829,1.0,0.0771,0.3526,-0.1775,0.38,71,0.2813
ph,500,k1_ph_500,30,9,100009,False,24.01,reach,1,reached_but_no_grasp,True,False,False,False,0.8004,0.0,0.0,0.0,0.8004,0.2226,0.0202,0.9091,,,,0.0,0.0127,False,150,29,,,,,0.9672,0.2365,0.2445,0.2894,1.0,0.0743,0.3347,0.003,0.52,57,0.3557
ph,500,k1_ph_500,30,10,100010,False,78.97,lift,3,lifted_but_below_threshold,True,True,True,False,0.8211,0.25,0.4741,0.0,0.8211,0.1916,0.0181,0.9056,,,,0.0,0.0257,False,150,21,117,117,,,0.8518,0.1599,0.1877,0.2835,1.0,0.0686,0.3392,-0.1009,0.4667,62,0.4611
ph,500,k1_ph_500,30,11,100011,True,100.0,success,4,none_success,True,True,True,True,0.9274,0.25,1.0,0.0,1.0,0.2243,0.0073,0.9676,,,,0.0119,0.0421,False,67,33,54,54,67,,0.3916,0.2313,0.5907,0.2947,1.0,0.0661,0.3157,-0.3462,0.3284,25,1.0
ph,500,k1_ph_500,30,12,100012,False,18.56,reach,1,reached_but_no_grasp,True,False,False,False,0.6186,0.0,0.0,0.0,0.6186,0.2013,0.0402,0.8004,,,,0.0,0.0148,False,150,23,,,,,0.8108,0.1834,0.2262,0.271,1.0,0.0619,0.3377,-0.0576,0.48,65,0.2749
ph,500,k1_ph_500,30,13,100013,False,9.8,reach,1,reached_but_no_grasp,True,False,False,False,0.3268,0.0,0.0,0.0,0.3268,0.2152,0.0817,0.6206,,,,0.0,0.0127,False,150,36,,,,,0.8963,0.3559,0.3971,0.2812,1.0,0.0686,0.3417,-0.1052,0.44,64,0.1452
ph,500,k1_ph_500,30,14,100014,False,22.69,reach,1,reached_but_no_grasp,True,False,False,False,0.7563,0.0,0.0,0.0,0.7563,0.1895,0.0249,0.8688,,,,0.0,0.0456,False,150,13,,,,,0.7812,0.2006,0.2567,0.2731,1.0,0.0581,0.3193,-0.2851,0.3267,54,0.3361
ph,500,k1_ph_500,30,15,100015,True,100.0,success,4,none_success,True,True,True,True,0.9058,0.25,1.0,0.0,1.0,0.2123,0.0095,0.9555,,,,0.0127,0.0184,False,47,22,43,43,47,,0.3262,0.2109,0.6467,0.2912,1.0,0.0699,0.3243,-0.2015,0.383,19,1.0
ph,500,k1_ph_500,30,16,100016,False,9.36,reach,1,reached_but_no_grasp,True,False,False,False,0.3122,0.0,0.0,0.0,0.3122,0.2127,0.0844,0.6033,,,,0.0,0.0127,False,150,145,,,,,0.7156,0.2164,0.3025,0.2806,1.0,0.0657,0.3327,-0.1845,0.4333,67,0.1387
ph,500,k1_ph_500,30,17,100017,False,15.17,reach,1,reached_but_no_grasp,True,False,False,False,0.5056,0.0,0.0,0.0,0.5056,0.2207,0.0542,0.7544,,,,0.0,0.0127,False,150,42,,,,,0.9423,0.3412,0.3621,0.2864,1.0,0.061,0.3312,0.0517,0.52,61,0.2247
ph,500,k1_ph_500,30,18,100018,False,16.24,reach,1,reached_but_no_grasp,True,False,False,False,0.5412,0.0,0.0,0.0,0.5412,0.2151,0.0496,0.7696,,,,0.0,0.0214,False,150,55,,,,,0.8696,0.2518,0.2896,0.272,1.0,0.0638,0.3322,-0.1769,0.4133,66,0.2405
ph,500,k1_ph_500,30,19,100019,False,14.83,reach,1,reached_but_no_grasp,True,False,False,False,0.4945,0.0,0.0,0.0,0.4945,0.1893,0.0557,0.7059,,,,0.0,0.0127,False,150,21,,,,,0.8444,0.1987,0.2353,0.2724,1.0,0.0657,0.3457,-0.0203,0.4667,61,0.2198
ph,500,k1_ph_500,30,20,100020,False,9.75,reach,1,reached_but_no_grasp,True,False,False,False,0.325,0.0,0.0,0.0,0.325,0.2094,0.082,0.6085,,,,0.0,0.0127,False,150,80,,,,,0.8301,0.1966,0.2369,0.2766,1.0,0.0724,0.3292,0.0185,0.54,56,0.1444
ph,500,k1_ph_500,30,21,100021,False,20.95,reach,1,reached_but_no_grasp,True,False,False,False,0.6985,0.0,0.0,0.0,0.6985,0.199,0.0311,0.8436,,,,0.0,0.0159,False,150,20,,,,,0.8328,0.2816,0.3381,0.2827,1.0,0.061,0.3416,-0.1698,0.42,70,0.3104
ph,500,k1_ph_500,30,22,100022,True,100.0,success,4,none_success,True,True,True,True,0.9407,0.25,1.0,0.0,1.0,0.2159,0.0059,0.9725,,,,0.0094,0.0153,False,58,18,39,39,58,,0.3534,0.2232,0.6316,0.2714,1.0,0.0714,0.2981,-0.1506,0.5,17,1.0
ph,500,k1_ph_500,30,23,100023,False,18.61,reach,1,reached_but_no_grasp,True,False,False,False,0.6202,0.0,0.0,0.0,0.6202,0.2055,0.04,0.8054,,,,0.0,0.0127,False,150,28,,,,,0.8864,0.2804,0.3164,0.2839,1.0,0.0676,0.3413,-0.0769,0.44,70,0.2756
ph,500,k1_ph_500,30,24,100024,False,19.77,reach,1,reached_but_no_grasp,True,False,False,False,0.659,0.0,0.0,0.0,0.659,0.2258,0.0355,0.8427,,,,0.0,0.0252,False,150,19,,,,,0.7606,0.2019,0.2654,0.2684,1.0,0.0533,0.3328,-0.2029,0.4133,74,0.2929
ph,500,k1_ph_500,30,25,100025,True,100.0,success,4,none_success,True,True,True,True,0.8453,0.25,1.0,0.0,1.0,0.2069,0.0156,0.9247,,,,0.0124,0.0244,False,116,21,106,106,116,,0.6472,0.1939,0.2996,0.2817,1.0,0.0714,0.3269,-0.2355,0.3879,54,1.0
ph,500,k1_ph_500,30,26,100026,True,100.0,success,4,none_success,True,True,True,True,0.9223,0.25,1.0,0.0,1.0,0.1984,0.0078,0.9608,,,,0.0112,0.0147,False,55,21,50,50,55,,0.3682,0.1919,0.5213,0.3048,1.0,0.0831,0.3402,-0.2914,0.3818,22,1.0
ph,500,k1_ph_500,30,27,100027,False,79.11,lift,3,lifted_but_below_threshold,True,True,True,False,0.9789,0.25,0.4779,0.0,0.9789,0.2147,0.0021,0.9902,,,,0.0,0.014,False,150,41,59,59,,,0.8317,0.2471,0.2972,0.267,1.0,0.0638,0.3244,0.0052,0.4933,62,0.4811
ph,500,k1_ph_500,30,28,100028,False,6.98,none,0,never_reached_cube,False,False,False,False,0.2328,0.0,0.0,0.0,0.2328,0.2292,0.1014,0.5578,,,,0.0,0.0127,False,150,,,,,,0.7627,0.3132,0.4107,0.2897,1.0,0.0619,0.3364,-0.3714,0.2733,58,0.1035
ph,500,k1_ph_500,30,29,100029,False,21.29,reach,1,reached_but_no_grasp,True,False,False,False,0.7095,0.0,0.0,0.0,0.7095,0.2004,0.0299,0.8508,,,,0.0,0.0127,False,150,30,,,,,0.8573,0.183,0.2134,0.2771,1.0,0.0619,0.3494,0.0028,0.4933,71,0.3154
ph,750,k1_ph_750,30,0,100000,False,5.5,none,0,never_reached_cube,False,False,False,False,0.1835,0.0,0.0,0.0,0.1835,0.203,0.1146,0.4352,,,,0.0,0.0127,False,150,,,,,,0.8506,0.2048,0.2407,0.2834,1.0,0.0705,0.3274,-0.0473,0.48,59,0.0815
ph,750,k1_ph_750,30,1,100001,False,80.8,lift,3,lifted_but_below_threshold,True,True,True,False,0.6997,0.25,0.5201,0.0,0.6997,0.1951,0.031,0.8412,,,,0.0,0.057,False,150,23,61,61,,,0.8434,0.2512,0.2979,0.2702,1.0,0.059,0.3135,0.0526,0.5533,59,0.4161
ph,750,k1_ph_750,30,2,100002,False,20.89,reach,1,reached_but_no_grasp,True,False,False,False,0.6962,0.0,0.0,0.0,0.6962,0.198,0.0314,0.8415,,,,0.0,0.019,False,150,20,,,,,0.7634,0.2061,0.27,0.2781,1.0,0.0657,0.3544,-0.2447,0.3267,70,0.3094
ph,750,k1_ph_750,30,3,100003,False,76.67,lift,3,lifted_but_below_threshold,True,True,True,False,0.7047,0.25,0.4169,0.0,0.7047,0.2195,0.0304,0.8613,,,,0.0,0.046,False,150,24,140,140,,,0.8345,0.2,0.2396,0.2727,1.0,0.0657,0.331,0.0243,0.5133,74,0.4243
ph,750,k1_ph_750,30,4,100004,True,100.0,success,4,none_success,True,True,True,True,0.8133,0.25,1.0,0.0,1.0,0.2024,0.0189,0.9067,,,,0.0103,0.0197,False,92,21,72,72,92,,0.5604,0.1962,0.3501,0.2881,1.0,0.0776,0.2946,-0.3472,0.337,31,1.0
ph,750,k1_ph_750,30,5,100005,False,24.58,reach,1,reached_but_no_grasp,True,False,False,False,0.8195,0.0,0.0,0.0,0.8195,0.2096,0.0183,0.9129,,,,0.0,0.0191,False,150,26,,,,,0.7956,0.2157,0.2712,0.2767,1.0,0.06,0.3644,-0.0613,0.4867,63,0.3642
ph,750,k1_ph_750,30,6,100006,False,20.7,reach,1,reached_but_no_grasp,True,False,False,False,0.6902,0.0,0.0,0.0,0.6902,0.194,0.032,0.8348,,,,0.0,0.0267,False,150,15,,,,,0.836,0.2042,0.2443,0.2729,1.0,0.0657,0.3303,-0.0212,0.5067,67,0.3067
ph,750,k1_ph_750,30,7,100007,False,76.93,lift,3,lifted_but_below_threshold,True,True,True,False,0.6739,0.25,0.4232,0.0,0.6739,0.2082,0.0338,0.8374,,,,0.0,0.0176,False,150,26,58,58,,,0.8606,0.233,0.2708,0.2725,1.0,0.0619,0.3277,0.0373,0.48,65,0.4106
ph,750,k1_ph_750,30,8,100008,False,85.91,lift,3,lifted_but_below_threshold,True,True,True,False,0.74,0.25,0.6478,0.0,0.74,0.217,0.0266,0.8774,,,,0.0,0.0462,False,150,21,44,44,,,0.7172,0.2223,0.31,0.276,1.0,0.0629,0.3467,-0.0532,0.4467,74,0.44
ph,750,k1_ph_750,30,9,100009,False,19.61,reach,1,reached_but_no_grasp,True,False,False,False,0.6536,0.0,0.0,0.0,0.6536,0.2226,0.0361,0.8376,,,,0.0,0.0177,False,150,26,,,,,0.8434,0.2717,0.3222,0.2767,1.0,0.0657,0.3445,0.019,0.4667,66,0.2905
ph,750,k1_ph_750,30,10,100010,False,20.16,reach,1,reached_but_no_grasp,True,False,False,False,0.6719,0.0,0.0,0.0,0.6719,0.1916,0.0341,0.8222,,,,0.0,0.0145,False,150,27,,,,,0.7702,0.2055,0.2668,0.2615,1.0,0.059,0.3434,0.0154,0.52,67,0.2986
ph,750,k1_ph_750,30,11,100011,False,24.46,reach,1,reached_but_no_grasp,True,False,False,False,0.8154,0.0,0.0,0.0,0.8154,0.2243,0.0187,0.9168,,,,0.0,0.0565,False,150,17,,,,,0.8051,0.2398,0.2979,0.2827,1.0,0.0638,0.3527,-0.0408,0.48,60,0.3624
ph,750,k1_ph_750,30,12,100012,False,19.53,reach,1,reached_but_no_grasp,True,False,False,False,0.651,0.0,0.0,0.0,0.651,0.2013,0.0364,0.819,,,,0.0,0.0133,False,150,25,,,,,0.8804,0.2853,0.3241,0.2909,1.0,0.0752,0.361,0.0119,0.5067,70,0.2894
ph,750,k1_ph_750,30,13,100013,False,18.76,reach,1,reached_but_no_grasp,True,False,False,False,0.6255,0.0,0.0,0.0,0.6255,0.2152,0.0394,0.8171,,,,0.0,0.0127,False,150,19,,,,,0.6737,0.2115,0.3139,0.2736,1.0,0.0695,0.3034,-0.2754,0.3533,50,0.278
ph,750,k1_ph_750,30,14,100014,False,15.28,reach,1,reached_but_no_grasp,True,False,False,False,0.5094,0.0,0.0,0.0,0.5094,0.1895,0.0537,0.7167,,,,0.0,0.0127,False,150,22,,,,,0.9158,0.2545,0.2779,0.2723,1.0,0.061,0.3269,-0.1008,0.4133,59,0.2264
ph,750,k1_ph_750,30,15,100015,False,79.55,lift,3,lifted_but_below_threshold,True,True,True,False,0.7275,0.25,0.4888,0.0,0.7275,0.2123,0.028,0.8683,,,,0.0006,0.0211,False,150,25,62,62,,,0.8893,0.2419,0.2721,0.2834,1.0,0.0771,0.3338,0.0722,0.5467,53,0.4334
ph,750,k1_ph_750,30,16,100016,False,10.88,reach,1,reached_but_no_grasp,True,False,False,False,0.3628,0.0,0.0,0.0,0.3628,0.2127,0.0753,0.6458,,,,0.0,0.0127,False,150,46,,,,,0.8016,0.2816,0.3514,0.2768,1.0,0.0695,0.3284,0.0446,0.54,53,0.1612
ph,750,k1_ph_750,30,17,100017,False,21.74,reach,1,reached_but_no_grasp,True,False,False,False,0.7247,0.0,0.0,0.0,0.7247,0.2207,0.0283,0.872,,,,0.0,0.0179,False,150,21,,,,,0.813,0.2224,0.2735,0.2778,1.0,0.0676,0.3412,-0.1816,0.4067,60,0.3221
ph,750,k1_ph_750,30,18,100018,False,16.56,reach,1,reached_but_no_grasp,True,False,False,False,0.552,0.0,0.0,0.0,0.552,0.2151,0.0482,0.7759,,,,0.0,0.0127,False,150,33,,,,,0.8662,0.2065,0.2384,0.275,1.0,0.0724,0.3356,-0.0687,0.48,66,0.2453
ph,750,k1_ph_750,30,19,100019,False,8.29,none,0,never_reached_cube,False,False,False,False,0.2763,0.0,0.0,0.0,0.2763,0.1893,0.0915,0.5165,,,,0.0,0.0127,False,150,,,,,,0.8475,0.2185,0.2578,0.28,1.0,0.0733,0.3548,0.0071,0.5067,74,0.1228
ph,750,k1_ph_750,30,20,100020,False,22.41,reach,1,reached_but_no_grasp,True,False,False,False,0.7471,0.0,0.0,0.0,0.7471,0.2094,0.0258,0.8766,,,,0.0,0.0155,False,150,39,,,,,0.8705,0.2058,0.2364,0.2839,1.0,0.0676,0.3184,-0.1249,0.4467,57,0.3321
ph,750,k1_ph_750,30,21,100021,False,26.18,reach,1,reached_but_no_grasp,True,False,False,False,0.8728,0.0,0.0,0.0,0.8728,0.199,0.0128,0.9357,,,,0.0,0.0127,False,150,22,,,,,0.9079,0.1551,0.1709,0.2826,1.0,0.08,0.3004,-0.2447,0.3533,49,0.3879
ph,750,k1_ph_750,30,22,100022,True,100.0,success,4,none_success,True,True,True,True,0.7776,0.25,1.0,0.0,1.0,0.2159,0.0226,0.8952,,,,0.0155,0.018,False,110,22,104,104,110,,0.6691,0.1866,0.2788,0.2866,1.0,0.074,0.3083,-0.3496,0.3091,35,1.0
ph,750,k1_ph_750,30,23,100023,False,18.71,reach,1,reached_but_no_grasp,True,False,False,False,0.6238,0.0,0.0,0.0,0.6238,0.2055,0.0396,0.8075,,,,0.0,0.0222,False,150,16,,,,,0.835,0.2073,0.2483,0.2749,1.0,0.0686,0.3384,-0.1094,0.4533,71,0.2772
ph,750,k1_ph_750,30,24,100024,False,18.99,reach,1,reached_but_no_grasp,True,False,False,False,0.633,0.0,0.0,0.0,0.633,0.2258,0.0385,0.8295,,,,0.0,0.0211,False,150,22,,,,,0.8569,0.1963,0.2291,0.2815,1.0,0.0676,0.3504,-0.0697,0.4733,70,0.2813
ph,750,k1_ph_750,30,25,100025,False,20.89,reach,1,reached_but_no_grasp,True,False,False,False,0.6962,0.0,0.0,0.0,0.6962,0.2069,0.0314,0.8484,,,,0.0,0.0127,False,150,25,,,,,0.7967,0.1905,0.2391,0.2838,1.0,0.0762,0.3309,-0.2235,0.3867,59,0.3094
ph,750,k1_ph_750,30,26,100026,False,21.24,reach,1,reached_but_no_grasp,True,False,False,False,0.7081,0.0,0.0,0.0,0.7081,0.1984,0.0301,0.8485,,,,0.0,0.0175,False,150,15,,,,,0.8171,0.164,0.2007,0.2776,1.0,0.0638,0.3382,-0.081,0.4333,62,0.3147
